"Title","PMID","Year","Month","Title_trunc","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Label","...15"
"The impact of COVID-19 lockdown on gambling habit: A cross-sectional study from Italy.","34283804",2021,"Jul","The impact of COVID-19 lockdown on gambling habit: A cross-sectional study from ","10.1556/2006.2021.00033 [doi]","BACKGROUND AND AIMS: Few preliminary studies have shown an impact of COVID-19 ","Lugo, Alessandra; Stival, Chiara; Paroni, Luca; Amerio, Andrea; Carreras, Giulia; Gorini, Giuseppe; Mastrobattista, Luisa; Minutillo, Adele; Mortali, Claudia; Odone, Anna; Pacifici, Roberta; Tinghino, Biagio; Gallus, Silvano","1 Department of Environmental Health Sciences, Istituto di Ricerche ; 1 Department of Environmental Health Sciences, Istituto di Ricerche ; 1 Department of Environmental Health Sciences, Istituto di Ricerche ; 2 Department of Neuroscience, Rehabilitation, Ophthalmology, Genetics, Maternal ; 3 IRCCS Ospedale Policlinico San Martino, Genoa, Italy.; 4 Oncologic Network, Prevention and Research Institute (ISPRO), Florence, Italy.; 4 Oncologic Network, Prevention and Research Institute (ISPRO), Florence, Italy.; 5 National Centre on Addiction and Doping, Istituto Superiore di Sanita, Rome, ; 5 National Centre on Addiction and Doping, Istituto Superiore di Sanita, Rome, ; 5 National Centre on Addiction and Doping, Istituto Superiore di Sanita, Rome, ; 6 School of Medicine, University Vita-Salute San Raffaele, Milan, Italy.; 7 Department of Public Health, Experimental and Forensic Medicine, University of ; 5 National Centre on Addiction and Doping, Istituto Superiore di Sanita, Rome, ; 8 UO Alcologia e Nuove Dipendenze, Dipartimento di Salute Mentale e Dipendenze, ; 1 Department of Environmental Health Sciences, Istituto di Ricerche ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"Do the Consequences Experienced by the People in the Life of a Problem Gambler Differ Based on the Nature of Their Relationship with the Gambler?","34286413",2022,"Sep","Do the Consequences Experienced by the People in the Life of a Problem Gambler ","10.1007/s10899-021-10058-7 [doi]","Consequences experienced by the partners of individuals with a gambling disorder ","Ferland, Francine; Blanchette-Martin, Nadine; Cote, Melissa; Tremblay, Joel; Kairouz, Sylvia; Nadeau, Louise; Savard, Annie-Claude; L'Esperance, Nadia; Dufour, Magali","Service de Recherche en Dependances CIUSSS de La Capitale-Nationale/CISSS de ; Service de Recherche en Dependances CIUSSS de La Capitale-Nationale/CISSS de ; Departement de psychoeducation, Universite du Quebec A Trois-Rivieres, ; Departement de psychoeducation, Universite du Quebec A Trois-Rivieres, ; Departement de Sociologie Et D'Anthropologie, Universite Concordia, Montreal, QC, ; Departement de Psychologie, Universite de Montreal, Montreal, QC, Canada.; Ecole de Travail Social Et de Criminologie, Universite Laval, Quebec, QC, Canada.; CIUSSS Mauricie-Centre du Quebec, Trois-Rivieres, QC, Canada.; Departement de Psychologie, Universite du Quebec A Montreal, Montreal, QC, ","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Associations between financial gambling motives, gambling frequency and level of problem gambling: a meta-analytic review.","34286879",2022,"Mar","Associations between financial gambling motives, gambling frequency and level of ","10.1111/add.15642 [doi]","BACKGROUND AND AIMS: Money is central to psychological definitions of gambling, ","Tabri, Nassim; Xuereb, Silas; Cringle, Natalie; Clark, Luke","Department of Psychology, Carleton University, Ottawa, ON, Canada.; Department of Psychology, Carleton University, Ottawa, ON, Canada.; Centre for Gambling Research at UBC, Department of Psychology, University of ; Centre for Gambling Research at UBC, Department of Psychology, University of ; Djavad Mowafaghian Centre for Brain Health, University of British Columbia, ","eng","Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Review","Addiction",NA,"Addiction (Abingdon, England)","gambling"
"On being loyal to a casino: The interactive influence of tier status and disordered gambling symptomatology on attitudinal and behavioral loyalty.","34292873",2021,"Jul","On being loyal to a casino: The interactive influence of tier status and ","10.1556/2006.2021.00046 [doi]","BACKGROUND AND AIMS: Casino loyalty programs are marketing strategies designed to ","Hollingshead, Samantha J; Wohl, Michael J A; Davis, Christopher G","1 Carleton University, Canada.; 2 Department of Psychology, Carleton University, 1125 Colonel By Drive, B550 Loeb ; 1 Carleton University, Canada.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"A Reliability Generalization Meta-analysis of the South Oaks Gambling Screen (SOGS).","34297680",2021,"Aug","A Reliability Generalization Meta-analysis of the South Oaks Gambling Screen ","10.7334/psicothema2020.449 [doi]","BACKGROUND: The South Oaks Gambling Screen (SOGS) is one of the most widely used ","Esparza-Reig, Javier; Guillen-Riquelme, Alejandro; Marti-Vilar, Manuel; Gonzalez-Sala, Francisco","Universitat de Valencia.","eng","Journal Article; Meta-Analysis","Psicothema",NA,"Psicothema","gambling"
"Self-Exclusion from Gambling-A Measure of COVID-19 Impact on Gambling in a Highly Online-Based Gambling Market?","34299817",2021,"Jul","Self-Exclusion from Gambling-A Measure of COVID-19 Impact on Gambling in a Highly ","10.3390/ijerph18147367 [doi]; 7367","The COVID-19 pandemic, and related changes of the gambling market, have been ","Hakansson, Anders; Widinghoff, Carolina; Berge, Jonas","Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.; Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.; Department of Clinical Sciences Lund, Faculty of Medicine, Lund University, 221 ; Malmo Addiction Center, 205 02 Malmo, Sweden.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest. A.H. and C.W. have funding from the ","International journal of environmental research and public health","gambling"
"Expert by Experience engagement in gambling reform: qualitative study of gamblers in the United Kingdom.","34304273",2022,"Apr","Expert by Experience engagement in gambling reform: qualitative study of gamblers ","daab077 [pii]; 10.1093/heapro/daab077 [doi]","To explore how Experts by Experience (EbyE) conceptualize key priorities for ","Nyemcsok, Christian; Pitt, Hannah; Kremer, Peter; Thomas, Samantha L","Institute for Health Transformation, School of Health and Social Development, ; Institute for Health Transformation, School of Health and Social Development, ; Centre for Sport Research, School of Exercise & Nutrition Sciences, Faculty of ; Institute for Health Transformation, School of Health and Social Development, ","eng","Journal Article","Health Promot Int",NA,"Health promotion international","gambling"
"Evaluating the Computerized Assessment and Referral System (CARS) Screener: Sensitivity and Specificity as a Screening Tool for Mental Health Disorders among DUI Offenders.","34304704",2021,NA,"Evaluating the Computerized Assessment and Referral System (CARS) Screener: ","10.1080/10826084.2021.1954024 [doi]","Background/Purpose: A growing body of evidence suggests that people who are ","Nelson, Sarah E; LaRaja, Alex; Juviler, Jamie; Williams, Pat M","Division on Addiction, Cambridge Health Alliance, Malden, Massachusetts, USA.; Department of Psychiatry, Harvard Medical School, Boston, Massachusetts, USA.; School of Medicine, Boston University, Boston, Massachusetts, USA.; Division on Addiction, Cambridge Health Alliance, Malden, Massachusetts, USA.; Suffolk University Law School, Boston, Massachusetts, USA.","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Subst Use Misuse",NA,"Substance use & misuse","gambling"
"Distinct motivations to seek out information in healthy individuals and problem gamblers.","34312367",2021,"Jul","Distinct motivations to seek out information in healthy individuals and problem ","10.1038/s41398-021-01523-3 [doi]; 408","As massive amounts of information are becoming available to people, understanding ","Dezza, Irene Cogliati; Noel, Xavier; Cleeremans, Axel; Yu, Angela J","Centre for Research in Cognition and Neurosciences, ULB Neuroscience Institute, ; Department of Experimental Psychology, Faculty of Brain Sciences, University ; The Max Planck UCL Centre for Computational Psychiatry and Ageing Research, ; Department of Experimental Psychology, Ghent University, Ghent, Belgium.; Faculty of Medicine, Universite Libre de Bruxelles, Bruxelles, Belgium.; Centre for Research in Cognition and Neurosciences, ULB Neuroscience Institute, ; Department of Cognitive Science, University of California San Diego, San Diego, ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Transl Psychiatry","The authors declare no competing interests.","Translational psychiatry","gambling"
"Langer's illusion of control and the cognitive model of disordered gambling.","34318962",2022,"Apr","Langer's illusion of control and the cognitive model of disordered gambling.","10.1111/add.15649 [doi]",NA,"Clark, Luke; Wohl, Michael J A","Centre for Gambling Research at UBC, Department of Psychology, University of ; Djavad Mowafaghian Centre for Brain Health, University of British Columbia, ; Department of Psychology, Carleton University, Ottawa, Ontario, Canada.; Mental Health and Well-being Research and Training Hub, Carleton University, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)","gambling"
"Changes in gambling behaviour and related problems in clients seeking help in outpatient addiction care: Results from a 36-month follow-up study in Bavaria.","34319902",2021,"Jul","Changes in gambling behaviour and related problems in clients seeking help in ","10.1556/2006.2021.00043 [doi]","BACKGROUND AND AIM: Evidence on the course of gambling disorder (GD) in clients ","Bickl, Andreas M; Schwarzkopf, Larissa; Loy, Johanna K; Grune, Bettina; Braun-Michl, Barbara; Sleczka, Pawel; Ornberg, Jenny Cisneros; Kraus, Ludwig","1 IFT Institut fur Therapieforschung, Munchen, Germany.; 1 IFT Institut fur Therapieforschung, Munchen, Germany.; 1 IFT Institut fur Therapieforschung, Munchen, Germany.; 2 German Youth Institute (DJI), Department of Youth and Youth Services, Munchen, ; 1 IFT Institut fur Therapieforschung, Munchen, Germany.; 3 German University of Health and Sport, Ismaning, Germany.; 4 Seeburg Castle University, Seekirchen am Wallersee, Austria.; 5 Department of Public Health Sciences, Centre for Social Research on Alcohol and ; 1 IFT Institut fur Therapieforschung, Munchen, Germany.; 5 Department of Public Health Sciences, Centre for Social Research on Alcohol and ; 6 Institute of Psychology, ELTE, Eotvos Lorand University, Budapest, Hungary.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gambling"
"A Case-Control Study on Behavioral Addictions and Neurocognition: Description of the BANCO and BANCO2 Protocols.","34321880",2021,NA,"A Case-Control Study on Behavioral Addictions and Neurocognition: Description of ","10.2147/NDT.S292490 [doi]","INTRODUCTION: Only two behavioral addictions (BAs) are currently recognized in ","Hurel, Elodie; Grall-Bronnec, Marie; Thiabaud, Elsa; Saillard, Anais; Hardouin, Jean-Benoit; Challet-Bouju, Gaelle","CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ; CHU Nantes, Addictology and Psychiatry Department, Nantes, France.; INSERM U1246 SPHERE (methodS in Patient-centered outcomes & HEalth ResEarch), ","eng","Journal Article","Neuropsychiatr Dis Treat","MBG, ET, AS and GCB declare that the endowment funds of the Nantes University ","Neuropsychiatric disease and treatment","gambling"
"Behavioral addiction and autism spectrum disorder: A systematic review.","34325098",2021,"Oct","Behavioral addiction and autism spectrum disorder: A systematic review.","S0891-4222(21)00182-7 [pii]; 10.1016/j.ridd.2021.104033 [doi]","BACKGROUND: According to DSM-5 criteria, Autism spectrum disorder (ASD) is a ","Kervin, Ryan; Berger, Chelsea; Moon, Sun Jae; Hill, Harrison; Park, Dongchan; Kim, Jung Won","University of Alabama at Birmingham Department of Psychiatry and Behavioral ; University of Alabama at Birmingham Department of Psychiatry and Behavioral ; Department of Internal Medicine, Samsung Medical Center, Gangnam-gu, Seoul, ; University of Alabama at Birmingham Department of Psychiatry and Behavioral ; Veteran's MH and Addiction Program, VA Bedford Healthcare System, Bedford, MA, ; Department of Psychiatry and Behavioral Sciences, Boston Children's Hospital, ","eng","Journal Article; Systematic Review","Res Dev Disabil",NA,"Research in developmental disabilities","gambling"
"Gambling and self-reported changes in gambling during COVID-19 in web survey respondents in Denmark.","34337174",2021,"Jul","Gambling and self-reported changes in gambling during COVID-19 in web survey ","10.1016/j.heliyon.2021.e07506 [doi]; e07506","Problem gambling is among the public health hazards which may increase due to the ","Hakansson, Anders","Lund University, Faculty of Medicine, Department of Clinical Sciences Lund, ; Region Skane, Malmo Addiction Center, Clinical Gambling Disorder Unit, Malmo, ","eng","Journal Article","Heliyon",NA,"Heliyon","gambling"
"Predicting disordered gambling across adolescence and young adulthood from polygenic contributions to Big 5 personality traits in a UK birth cohort.","34342067",2022,"Mar","Predicting disordered gambling across adolescence and young adulthood from ","10.1111/add.15648 [doi]","BACKGROUND AND AIMS: Previous research has demonstrated phenotypical associations ","Spychala, Kellyn M; Gizer, Ian R; Davis, Christal N; Dash, Genevieve F; Piasecki, Thomas M; Slutske, Wendy S","Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.; Department of Psychological Sciences, University of Missouri, Columbia, MO, USA.","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Addiction","The authors declare no conflict of interest.","Addiction (Abingdon, England)","gambling"
"Online Gambling's Associations With Gambling Disorder and Related Problems in a Representative Sample of Young Swiss Men.","34366934",2021,NA,"Online Gambling's Associations With Gambling Disorder and Related Problems in a ","10.3389/fpsyt.2021.703118 [doi]; 703118","Background and Aims: Internet gambling has recently grown in popularity, but ","Marmet, Simon; Studer, Joseph; Wicki, Matthias; Khazaal, Yasser; Gmel, Gerhard","Addiction Medicine, Lausanne University Hospital and University of Lausanne, ; Addiction Medicine, Lausanne University Hospital and University of Lausanne, ; Addiction Medicine, Lausanne University Hospital and University of Lausanne, ; Addiction Medicine, Lausanne University Hospital and University of Lausanne, ; Research Centre, University Institute of Mental Health, Montreal, QC, Canada.; Addiction Medicine, Lausanne University Hospital and University of Lausanne, ; Addiction Switzerland, Lausanne, Switzerland.; Centre for Addiction and Mental Health, Toronto, ON, Canada.; Faculty of Health and Social Sciences, University of the West of England, ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","gambling"
"Addictive personality factors.","3437410",1987,"Nov","Addictive personality factors.",NA,"This study was designed to compare mean scores obtained by alcoholics, compulsive ","Kagan, D M","Department of Teacher Education, California State University, San Bernardino ","eng","Journal Article","J Psychol",NA,"The Journal of psychology","gambling"
"Impact of wagering inducements on the gambling behaviors of on-line gamblers: A longitudinal study based on gambling tracking data.","34374151",2022,"Apr","Impact of wagering inducements on the gambling behaviors of on-line gamblers: A ","10.1111/add.15665 [doi]","AIMS: To estimate whether the use of wagering inducements has a significant ","Balem, Marianne; Perrot, Bastien; Hardouin, Jean-Benoit; Thiabaud, Elsa; Saillard, Anais; Grall-Bronnec, Marie; Challet-Bouju, Gaelle","UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), ; UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), ; Biostatistics and Methodology Unit, Department of Clinical Research and ; UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), ; Biostatistics and Methodology Unit, Department of Clinical Research and ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.; UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.; UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), ; Addictology and Psychiatry Department, CHU Nantes, Nantes, France.","eng","Journal Article; Observational Study; Research Support, Non-U.S. Gov't","Addiction","M.B., B.P. and J.B.-H. declare that they have no competing interests in relation ","Addiction (Abingdon, England)","gambling"
"Gambling-Like Day Trading During the COVID-19 Pandemic - Need for Research on a Pandemic-Related Risk of Indebtedness and Mental Health Impact.","34381392",2021,NA,"Gambling-Like Day Trading During the COVID-19 Pandemic - Need for Research on a ","10.3389/fpsyt.2021.715946 [doi]; 715946","Stock exchange trading increasingly has been highlighted as a possible cause of ","Hakansson, Anders; Fernandez-Aranda, Fernando; Jimenez-Murcia, Susana","Department of Clinical Sciences Lund, Psychiatry, Faculty of Medicine, Lund ; Region Skane, Malmo Addiction Center, Clinical Sports and Mental Health Unit, ; Department of Psychiatry, Bellvitge University Hospital-L'Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Bellvitge University Hospital-L'Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ","eng","Journal Article","Front Psychiatry","AH has a researcher position at Lund University, sponsored by the state-owned ","Frontiers in psychiatry","gambling"
"Impulse control disorders are associated with lower ventral striatum dopamine D3 receptor availability in Parkinson's disease: A [11C]-PHNO PET study.","34385007",2021,"Sep","Impulse control disorders are associated with lower ventral striatum dopamine D3 ","S1353-8020(21)00245-5 [pii]; 10.1016/j.parkreldis.2021.06.025 [doi]","INTRODUCTION: Reduced postsynaptic D3 dopaminergic receptor availability has been ","Pagano, G; Molloy, S; Bain, P G; Rabiner, E A; Ray Chaudhuri, K; Brooks, D J; Pavese, N","King's College London, London, UK; Neuroscience and Rare Diseases Discovery and ; Imperial College NHS Trust, London, UK.; Imperial College NHS Trust, London, UK.; King's College London, London, UK; Invicro Ltd, London, UK.; King's College London, London, UK.; Translational and Clinical Research Institute, Newcastle University, UK; ; Translational and Clinical Research Institute, Newcastle University, UK; ","eng","Evaluation Study; Journal Article; Research Support, Non-U.S. Gov't","Parkinsonism Relat Disord",NA,"Parkinsonism & related disorders","gambling"
"Assessing the mediating role of impulsivity between methamphetamine-induced psychotic disorders and increased gambling severity in methamphetamine-dependent individuals.","34398267",2022,"Sep","Assessing the mediating role of impulsivity between methamphetamine-induced ","10.1007/s00406-021-01320-5 [doi]","Pathological gambling (PG) and methamphetamine-induced psychotic disorders (MIPD) ","Dong, Huixi; Shen, Yidong; Hao, Wei","Mental Health Institute of the Xiangya Hospital, Central South University, ; National Clinical Research Center for Geriatric Disorders of Xiangya Hospital, ; Department of Psychiatry, The Second Xiangya Hospital, Central South University, ; National Clinical Research Center for Mental Disorders, Changsha, 410011, Hunan, ; National Technology Institute on Mental Disorders, Changsha, 410011, Hunan, ; Department of Psychiatry, The Second Xiangya Hospital, Central South University, ; National Clinical Research Center for Mental Disorders, Changsha, 410011, Hunan, ; National Technology Institute on Mental Disorders, Changsha, 410011, Hunan, ","eng","Journal Article","Eur Arch Psychiatry Clin Neurosci",NA,"European archives of psychiatry and clinical neuroscience","gambling"
"Gambling-Related Intimate Partner Violence Against Women: A Grounded Theory Model of Individual and Relationship Determinants.","34404246",2022,"Oct","Gambling-Related Intimate Partner Violence Against Women: A Grounded Theory Model ","10.1177/08862605211037425 [doi]","This study aimed to examine how problem gambling interacts with gendered drivers ","Hing, Nerilee; O'Mullan, Catherine; Nuske, Elaine; Breen, Helen; Mainey, Lydia; Taylor, Annabel; Greer, Nancy; Jenkinson, Rebecca; Thomas, Anna; Lee, Jamie; Jackson, Alun","Central Queensland University, Queensland, Australia.; Central Queensland University, Queensland, Australia.; Southern Cross University, New South Wales, Australia.; Southern Cross University, New South Wales, Australia.; Central Queensland University, Queensland, Australia.; Central Queensland University, Queensland, Australia.; Central Queensland University, Queensland, Australia.; Australian Institute of Family Studies, Melbourne, Australia.; Independent researcher, Melbourne, Australia.; Relationships Australia South Australia, Adelaide, Australia.; University of Melbourne, Australia.","eng","Journal Article; Research Support, Non-U.S. Gov't","J Interpers Violence",NA,"Journal of interpersonal violence","gambling"
"Addiction Research Unit: Affective and cognitive mechanisms of specific Internet-use disorders.","34409697",2021,"Nov","Addiction Research Unit: Affective and cognitive mechanisms of specific ","10.1111/adb.13087 [doi]","In the eleventh International Classification of Diseases (ICD-11) of the World ","Brand, Matthias; Muller, Astrid; Stark, Rudolf; Steins-Loeber, Sabine; Klucken, Tim; Montag, Christian; Diers, Martin; Wolf, Oliver T; Rumpf, Hans-Jurgen; Wolfling, Klaus; Wegmann, Elisa","General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychotherapy and Systems Neuroscience, Justus Liebig University of ; Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; Center of Mind, Brain and Behavior, Universities of Marburg and Giessen, Giessen, ; Clinical Psychology and Psychotherapy, University of Bamberg, Bamberg, Germany.; Clinical Psychology and Psychotherapy, University of Siegen, Siegen, Germany.; Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; Department of Psychosomatic Medicine and Psychotherapy, LWL University Hospital, ; Cognitive Psychology, Ruhr University Bochum, Bochum, Germany.; Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance use ; Outpatient Clinic for Behavioral Addiction, Department of Psychosomatic Medicine ; General Psychology: Cognition and Center for Behavioral Addiction Research ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Biol",NA,"Addiction biology","gambling"
"Positive Illusions: The Role of Cognitive Distortions Related to Gambling and Temporal Perspective in Chasing Behavior.","34415450",2022,"Sep","Positive Illusions: The Role of Cognitive Distortions Related to Gambling and ","10.1007/s10899-021-10068-5 [doi]","Chasing, or continuing to gamble to recoup previous losses, is a behavioral ","Nigro, Giovanna; Matarazzo, Olimpia; Ciccarelli, Maria; Pizzini, Barbara; Sacco, Mariagiulia; Cosenza, Marina","Department of Psychology, Universita degli studi della Campania ""Luigi ; Department of Psychology, Universita degli studi della Campania ""Luigi ; Department of Psychology, Universita degli studi della Campania ""Luigi ; Department of Psychology, Universita degli studi della Campania ""Luigi ; Department of Psychology, Universita degli studi della Campania ""Luigi ; Department of Psychology, Universita degli studi della Campania ""Luigi ","eng","Journal Article; Randomized Controlled Trial","J Gambl Stud","The authors declare that there is no conflict of interest.","Journal of gambling studies","gambling"
"Exploring the experience of Gamblers Anonymous meetings during COVID-19: a qualitative study.","34421284",2022,NA,"Exploring the experience of Gamblers Anonymous meetings during COVID-19: a ","10.1007/s12144-021-02089-5 [doi]","Whilst much research has explored the possible causes and consequences of ","Penfold, Katy L; Ogden, Jane","School of Psychology, University of Surrey, Guildford, GU2 7XH UK. GRID: ; School of Psychology, University of Surrey, Guildford, GU2 7XH UK. GRID: ","eng","Journal Article","Curr Psychol","Conflict of InterestThe authors have no relevant financial or non-financial ","Current psychology (New Brunswick, N.J.)","gambling"
"Ludens: A Gambling Addiction Prevention Program Based on the Principles of Ethical Gambling.","34424447",2022,"Sep","Ludens: A Gambling Addiction Prevention Program Based on the Principles of ","10.1007/s10899-021-10066-7 [doi]","Gambling is legal in most countries. However, despite having some economic ","Choliz, Mariano; Marcos, Marta; Bueno, Francisco","Psychology School, University of Valencia, Avda. Blasco Ibanez, 21, 46010, ; Psychology School, University of Valencia, Avda. Blasco Ibanez, 21, 46010, ; Addictions Service, Valencia City Council, Plaza del Ayuntamiento, 1, 46001, ","eng","Journal Article","J Gambl Stud","The authors declare that they have no conflicts of interest with any gambling ","Journal of gambling studies","gambling"
"Women and gambling disorder: Assessing dropouts and relapses in cognitive behavioral group therapy.","34425460",2021,"Dec","Women and gambling disorder: Assessing dropouts and relapses in cognitive ","S0306-4603(21)00270-7 [pii]; 10.1016/j.addbeh.2021.107085 [doi]","BACKGROUND: Gender-specific literature focused on gambling disorder (GD) is ","Bano, Marta; Mestre-Bach, Gemma; Granero, Roser; Fernandez-Aranda, Fernando; Gomez-Pena, Monica; Moragas, Laura; Del Pino-Gutierrez, Amparo; Codina, Ester; Guillen-Guzman, Elias; Valero-Solis, Susana; Lizbeth Lara-Huallipe, Milagros; Baenas, Isabel; Mora-Maltas, Bernat; Valenciano-Mendoza, Eduardo; Sole-Morata, Neus; Galvez-Sole, Laura; Gonzalez-Bueso, Vega; Jose Santamaria, Juan; Menchon, Jose M; Jimenez-Murcia, Susana","Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Universidad Internacional de La Rioja, La Rioja, Spain.; Departament de Psicobiologia i Metodologia de les Ciencies de la Salut, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Atencion e Investigacion en Socioadicciones (AIS), Mental Health and Addictions ; Atencion e Investigacion en Socioadicciones (AIS), Mental Health and Addictions ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ; Department of Psychiatry, Bellvitge University Hospital-IDIBELL, Barcelona, ","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","gambling"
"The Effectiveness of Sinking Lid Policies in Reducing Gambling Expenditure.","34436733",2022,"Sep","The Effectiveness of Sinking Lid Policies in Reducing Gambling Expenditure.","10.1007/s10899-021-10069-4 [doi]","In many countries, problem gambling is a significant public health concern. ","Erwin, Christopher; Pacheco, Gail; Turcu, Alexandra","Faculty of Business, Economics, and Law, New Zealand Work Research Institute, ; Faculty of Business, Economics, and Law, New Zealand Work Research Institute, ; Faculty of Business, Economics, and Law, New Zealand Work Research Institute, ","eng","Journal Article","J Gambl Stud",NA,"Journal of gambling studies","gambling"
"Problem Gambling 'Fuelled on the Fly'.","34444355",2021,"Aug","Problem Gambling 'Fuelled on the Fly'.","10.3390/ijerph18168607 [doi]; 8607","Problem gambling is a gambling disorder often described as continued gambling in ","Teal, Joseph; Kusev, Petko; Heilman, Renata; Martin, Rose; Passanisi, Alessia; Pace, Ugo","Behavioural Research Centre, Huddersfield Business School, The University of ; Behavioural Research Centre, Huddersfield Business School, The University of ; Department of Psychology, Babes-Bolyai University, 400015 Cluj-Napoca, Romania.; Department of People and Organisations, Surrey Business School, University of ; Faculty of Human and Social Sciences, UKE-Kore University of Enna, Cittadella ; Faculty of Human and Social Sciences, UKE-Kore University of Enna, Cittadella ","eng","Journal Article; Review","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","gambling"
