"Title","Author_Info","Journal_Year_Info"
"Frontotemporal dementia presenting as pathological gambling.","Manes FF, et al.","Nat Rev Neurol. 2010."
"Dopamine release in ventral striatum of pathological gamblers losing money.","Linnet J, et al.","Acta Psychiatr Scand. 2010."
"Inverse association between dopaminergic neurotransmission and Iowa Gambling Task performance in pathological gamblers and healthy controls.","Linnet J, et al.","Scand J Psychol. 2011."
"Gambling motivation and passion: a comparison study of recreational and pathological gamblers.","Back KJ, et al.","J Gambl Stud. 2011."
"The subtyping of pathological gambling: a comprehensive review.","Milosevic A, et al.","Clin Psychol Rev. 2010."
"The reliability and validity of the family history method for assessing pathological gambling and gambling involvement.","Ellingson JM, et al.","Psychol Addict Behav. 2010."
"Impulse control disorders in Parkinson disease: a cross-sectional study of 3090 patients.","Weintraub D, et al.","Arch Neurol. 2010."
"Association of functional variants in the dopamine D2-like receptors with risk for gambling behaviour in healthy Caucasian subjects.","Lobo DS, et al.","Biol Psychol. 2010."
"Social anxiety disorder and alcohol use disorder co-morbidity in the National Epidemiologic Survey on Alcohol and Related Conditions.","Schneier FR, et al.","Psychol Med. 2010."
"Development of an Indigenous Inventory GMAB (Gambling Motives, Attitudes and Behaviors) for Chinese gamblers: an exploratory study.","Tao VY, et al.","J Gambl Stud. 2011."
"Where did all the pathological gamblers go? Gambling symptomatology and stage of change predict attrition in longitudinal research.","Wohl MJ, et al.","J Gambl Stud. 2011."
"Socio-demographic profile and psychiatric comorbidity of subjects with pathological gambling.","Winslow M, et al.","Ann Acad Med Singap. 2010."
"Using fear appeals in warning labels to promote responsible gambling among VLT players: the key role of depth of information processing.","Munoz Y, et al.","J Gambl Stud. 2010."
"Pathologic gambling and bankruptcy.","Grant JE, et al.","Compr Psychiatry. 2010."
"Impulse control disorders in Parkinson's disease: prevalence and possible risk factors.","Weintraub D.","Parkinsonism Relat Disord. 2009."
"Probing compulsive and impulsive behaviors, from animal models to endophenotypes: a narrative review.","Fineberg NA, et al.","Neuropsychopharmacology. 2010."
"[Antiepileptic drugs in the control of the impulses disorders].","Roncero C, et al.","Actas Esp Psiquiatr. 2009."
"Dopamine receptor D4 polymorphism predicts the effect of L-DOPA on gambling behavior.","Eisenegger C, et al.","Biol Psychiatry. 2010."
"Serotonin function in pathological gambling: blunted growth hormone response to sumatriptan.","Pallanti S, et al.","J Psychopharmacol. 2010."
"Comorbidity in pathological gambling: clinical variables, personality and treatment response.","Jiménez-Murcia S, et al.","Rev Psiquiatr Salud Ment. 2009."
"Decision-making in Parkinson's disease patients with and without pathological gambling.","Rossi M, et al.","Eur J Neurol. 2010."
"Imaginal desensitisation plus motivational interviewing for pathological gambling: randomised controlled trial.","Grant JE, et al.","Br J Psychiatry. 2009."
"[Gambling and internet addiction: review and research agenda].","Wölfling K, et al.","Nervenarzt. 2009."
"Brief motivational interventions for college student problem gamblers.","Petry NM, et al.","Addiction. 2009."
"[Assessment of hyper- and hypodopaminergic behaviors in Parkinson's disease].","Ardouin C, et al.","Rev Neurol (Paris). 2009."
"Population-attributable risk of suicide conferred by axis I psychiatric diagnoses in a Hong Kong Chinese population.","Chan SS, et al.","Psychiatr Serv. 2009."
"Assessment of problem gambling in a Chinese context: the Chinese G-MAP.","Shek DT, et al.","ScientificWorldJournal. 2009."
"Pathological gambling and criminality.","Folino JO, et al.","Curr Opin Psychiatry. 2009."
"Sex differences in salivary cortisol in response to acute stressors among healthy participants, in recreational or pathological gamblers, and in those with posttraumatic stress disorder.","Paris JJ, et al.","Horm Behav. 2010."
"A cross-sectional study of problem and pathological gambling in patients with schizophrenia/schizoaffective disorder.","Desai RA, et al.","J Clin Psychiatry. 2009."
"Serotonergic and dopaminergic modulation of gambling behavior as assessed using a novel rat gambling task.","Zeeb FD, et al.","Neuropsychopharmacology. 2009."
"Preliminary evaluation of the DDS-PC inventory: a new tool to assess impulsive-compulsive behaviours associated to dopamine replacement therapy in Parkinson's disease.","Cabrini S, et al.","Neurol Sci. 2009."
"Correlates of cruelty to animals in the United States: results from the National Epidemiologic Survey on Alcohol and Related Conditions.","Vaughn MG, et al.","J Psychiatr Res. 2009."
"Dopamine agonists and therapy compliance.","Grosset D.","Neurol Sci. 2008."
"A pilot study of impulsivity and compulsivity in pathological gambling.","Blanco C, et al.","Psychiatry Res. 2009."
"Problem gambling knowledge and perceived community impact among Asian-Pacific Islanders and non Asian-Pacific Islanders.","Fong T, et al.","J Immigr Minor Health. 2010."
"Relationship of nicotine dependence, subsyndromal and pathological gambling, and other psychiatric disorders: data from the National Epidemiologic Survey on Alcohol and Related Conditions.","Grant JE, et al.","J Clin Psychiatry. 2009."
"[Pathological gambling in the elderly].","Aragay N, et al.","Rev Esp Geriatr Gerontol. 2009."
"[The characteristics of pathological gambling patients: a study of 105 pathological gamblers treated at a psychiatric institution].","Ohta K.","Seishin Shinkeigaku Zasshi. 2008."
"Construct validity of the Iowa Gambling Task.","Buelow MT, et al.","Neuropsychol Rev. 2009."
"[Behavioral disorders in Parkinson's disease. Genetic, pharmacological and medico-legal aspects].","Sobrido MJ, et al.","Rev Neurol. 2009."
"[Assessment of the brain functional state in pathological gamblers with a complex of neurophysiological methods].","Shemchuk NV, et al.","Zh Nevrol Psikhiatr Im S S Korsakova. 2008."
"Hypersexuality following subthalamic nucleus stimulation for Parkinson's disease.","Doshi P, et al.","Neurol India. 2008."
"Impulse control disorders in Parkinson's disease.","Stacy M.","F1000 Med Rep. 2009."
"Functional abnormalities underlying pathological gambling in Parkinson disease.","Cilia R, et al.","Arch Neurol. 2008."
"Beyond drugs and alcohol: Including gambling in a high-risk behavioural framework.","Messerlian C, et al.","Paediatr Child Health. 2007."
"A controlled study of the effect of cognitive-behavioural group therapy for pathological gamblers.","Myrseth H, et al.","Nord J Psychiatry. 2009."
"[Pathological gambling and Parkinson disease].","Fujimoto K.","Brain Nerve. 2008."
"Comorbid psychiatric disorders among older adult recovering pathological gamblers.","Kerber CS, et al.","Issues Ment Health Nurs. 2008."
"Association of cognitive distortions with problem and pathological gambling in adult male twins.","Xian H, et al.","Psychiatry Res. 2008."
"Effects of the atypical stimulant modafinil on a brief gambling episode in pathological gamblers with high vs. low impulsivity.","Zack M, et al.","J Psychopharmacol. 2009."
"Fluvoxamine in the treatment of anxiety disorders.","Irons J.","Neuropsychiatr Dis Treat. 2005."
"Adapted Couple Therapy (ACT) for pathological gamblers: a promising avenue.","Bertrand K, et al.","J Gambl Stud. 2008."
"[Internet and cell phone addiction: passing fad or disorder?].","Sanchez-Carbonell X, et al.","Adicciones. 2008."
"Refinement of diagnosis and disease classification in psychiatry.","Lecrubier Y.","Eur Arch Psychiatry Clin Neurosci. 2008."
"Risk factors for problematic gambling: a critical literature review.","Johansson A, et al.","J Gambl Stud. 2009."
"A double-blind, placebo-controlled study of the opiate antagonist naltrexone in the treatment of pathological gambling urges.","Grant JE, et al.","J Clin Psychiatry. 2008."
"Executive function abnormalities in pathological gamblers.","Marazziti D, et al.","Clin Pract Epidemiol Ment Health. 2008."
"A study of South Korean casino employees and gambling problems.","Lee TK, et al.","Occup Med (Lond). 2008."
"Impulse control disorders and pathological gambling in patients with Parkinson disease.","Stamey W, et al.","Neurologist. 2008."
"[The neurobiology of impulse control disorders].","Williams WA, et al.","Braz J Psychiatry. 2008."
"The NODS-CLiP: a rapid screen for adult pathological and problem gambling.","Toce-Gerstein M, et al.","J Gambl Stud. 2009."
"[Pathological gambling, an addiction without drugs].","Véléa D.","Soins Psychiatr. 2009."
"Changes of functional MRI findings in a patient whose pathological gambling improved with fluvoxamine.","Chung SK, et al.","Yonsei Med J. 2009."
"Physical exercise for pathological gamblers.","Angelo DL, et al.","Braz J Psychiatry. 2009."
"Problem gamblers share deficits in impulsive decision-making with alcohol-dependent individuals.","Lawrence AJ, et al.","Addiction. 2009."
"[Gamblers seeking for help].","Abait PE, et al.","Vertex. 2008."
"[Internet addiction--a case report].","Pejović-Milovancević M, et al.","Srp Arh Celok Lek. 2009."
"Gambling pathology is associated with dampened cortisol response among men and women.","Paris JJ, et al.","Physiol Behav. 2010."
"Increased striatal dopamine release in Parkinsonian patients with pathological gambling: a [11C] raclopride PET study.","Steeves TD, et al.","Brain. 2009."
"Pathological gambling in Estonia: relationships with personality, self-esteem, emotional States and cognitive ability.","Kaare PR, et al.","J Gambl Stud. 2009."
"Cognitive dysfunctions and pathological gambling in patients with Parkinson's disease.","Santangelo G, et al.","Mov Disord. 2009."
"Dopamine dysregulation syndrome: an overview of its epidemiology, mechanisms and management.","O'Sullivan SS, et al.","CNS Drugs. 2009."
"Dopamine and impulse control disorders in Parkinson's disease.","Weintraub D.","Ann Neurol. 2008."
"Treatment of pathological gambling.","Leung KS, et al.","Curr Opin Psychiatry. 2009."
"Randomized trial of internet-delivered self-help with telephone support for pathological gamblers.","Carlbring P, et al.","J Consult Clin Psychol. 2008."
"Assessing the reliability of the Gambling Functional Assessment.","Miller JC, et al.","J Gambl Stud. 2009."
"Review. The neurobiology of pathological gambling and drug addiction: an overview and new findings.","Potenza MN.","Philos Trans R Soc Lond B Biol Sci. 2008."
"[Impulse control disorders and Parkinson's disease].","Burkhard PR, et al.","Rev Med Suisse. 2008."
"[Deep brain stimulation in the context of addiction--a literature-based systematic evaluation].","Bauer R, et al.","Fortschr Neurol Psychiatr. 2008."
"Prevalence and correlates of gambling among 16 to 19-year-old adolescents in Norway.","Molde H, et al.","Scand J Psychol. 2009."
"A Latent Class Analysis of DSM-III-R Pathological Gambling Criteria in Middle-Aged Men: Association with Psychiatric Disorders.","Xian H, et al.","J Addict Med. 2008."
"Late-onset pathological gambling: clinical correlates and gender differences.","Grant JE, et al.","J Psychiatr Res. 2009."
"Clinical correlates of pathological gambling symptoms in patients with epilepsy.","Cavanna AE, et al.","Epilepsia. 2008."
"Increased frequency and range of sexual behavior in a patient with Parkinson's disease after use of pramipexole: a case report.","Munhoz RP, et al.","J Sex Med. 2009."
"[Pathological gambling and its consequences for public health].","Oliveira MP, et al.","Rev Saude Publica. 2008."
"Decreased density of the platelet serotonin transporter in pathological gamblers.","Marazziti D, et al.","Neuropsychobiology. 2008."
"College students' gambling behavior: when does it become harmful?","Weinstock J, et al.","J Am Coll Health. 2008."
"Antiparkinsonian medication and pathological gambling.","Lader M.","CNS Drugs. 2008."
"Current status of symptomatic medical therapy in Parkinson's disease.","Factor SA.","Neurotherapeutics. 2008."
"Prevalence and correlates of shoplifting in the United States: results from the National Epidemiologic Survey on Alcohol and Related Conditions (NESARC).","Blanco C, et al.","Am J Psychiatry. 2008."
"Pathological gambling after bilateral subthalamic nucleus stimulation in Parkinson disease.","Smeding HM, et al.","J Neurol Neurosurg Psychiatry. 2007."
"Temperament and character in pathological gambling.","Nordin C, et al.","J Gambl Stud. 2007."
"A comparison of craving and emotional states between pathological gamblers and alcoholics.","de Castro V, et al.","Addict Behav. 2007."
"The genetics of gambling and behavioral addictions.","Lobo DS, et al.","CNS Spectr. 2006."
"Self-reported and neuropsychological measures of impulsivity in pathological gambling.","Fuentes D, et al.","J Int Neuropsychol Soc. 2006."
"Gambling severity and health functioning in adolescents recruited from urban primary care settings.","Pietrzak RH, et al.","J Adolesc Health. 2006."
"Pathological gambling in Parkinson's disease improves on chronic subthalamic nucleus stimulation.","Ardouin C, et al.","Mov Disord. 2006."
"Epidemiologic and clinical updates on impulse control disorders: a critical review.","Dell'Osso B, et al.","Eur Arch Psychiatry Clin Neurosci. 2006."
"Dual psychiatric diagnosis and substance abuse in pathological gamblers: a preliminary gender comparison study.","Dannon PN, et al.","J Addict Dis. 2006."
"Should addictive disorders include non-substance-related conditions?","Potenza MN.","Addiction. 2006."
"Treatment of female pathological gambling: the efficacy of a cognitive-behavioural approach.","Dowling N, et al.","J Gambl Stud. 2006."
"Remission from pathological gambling among Hispanics and Native Americans.","Westermeyer J, et al.","Community Ment Health J. 2006."
"[Record of successful sertraline treatment of a pathological gambler].","Milovanović S, et al.","Srp Arh Celok Lek. 2006."
"The neuroscience of impulsive and self-controlled decisions.","Kalenscher T, et al.","Int J Psychophysiol. 2006."
"Impulsivity and compulsivity in patients with trichotillomania or skin picking compared with patients with obsessive-compulsive disorder.","Arzeno Ferrão Y, et al.","Compr Psychiatry. 2006."
"Escitalopram treatment of pathological gambling with co-occurring anxiety: an open-label pilot study with double-blind discontinuation.","Grant JE, et al.","Int Clin Psychopharmacol. 2006."
"Review: psychological treatments improve pathological gambling in the short and long term.","Rogers RD.","Evid Based Ment Health. 2006."
"Stroop performance in pathological gamblers.","Kertzman S, et al.","Psychiatry Res. 2006."
"Neurocognitive functions in pathological gambling: a comparison with alcohol dependence, Tourette syndrome and normal controls.","Goudriaan AE, et al.","Addiction. 2006."
"The role of perceived control and overconfidence in pathological gambling.","Goodie AS.","J Gambl Stud. 2005."
"Sustained-release bupropion versus naltrexone in the treatment of pathological gambling: a preliminary blind-rater study.","Dannon PN, et al.","J Clin Psychopharmacol. 2005."
"Pathological gambling in Parkinson's disease.","Stocchi F.","Lancet Neurol. 2005."
"Imaging monetary reward in pathological gamblers.","Hollander E, et al.","World J Biol Psychiatry. 2005."
"Shared genetic contributions to pathological gambling and major depression in men.","Potenza MN, et al.","Arch Gen Psychiatry. 2005."
"Prevalence of pathological gambling in Quebec in 2002.","Ladouceur R, et al.","Can J Psychiatry. 2005."
"Lithium may reduce gambling severity in pathological gamblers with bipolar disorder.","Rogers R, et al.","Evid Based Ment Health. 2005."
"The impact of comorbidity on the management of pathological gambling.","Dell'Osso B, et al.","CNS Spectr. 2005."
"[Frequency of pathological gambling among substance abusers under treatment].","de Carvalho SV, et al.","Rev Saude Publica. 2005."
"Comorbidity of DSM-IV pathological gambling and other psychiatric disorders: results from the National Epidemiologic Survey on Alcohol and Related Conditions.","Petry NM, et al.","J Clin Psychiatry. 2005."
"[Patients treated for addictive diseases in the Psychiatric Centre Bohnice in years 1994 to 2003].","Nespor K, et al.","Cas Lek Cesk. 2005."
"Problem and probable pathological gambling among older adults assessed by the SOGS-R.","Wiebe JM, et al.","J Gambl Stud. 2005."
"Pathological gambling in Montreal's Chinese community: an anthropological perspective.","Papineau E.","J Gambl Stud. 2005."
"The gambling follow-up scale: development and reliability testing of a scale for pathological gamblers under treatment.","de Castro V, et al.","Can J Psychiatry. 2005."
"DSM-IV diagnostic criteria for pathological gambling: reliability, validity, and classification accuracy.","Stinchfield R, et al.","Am J Addict. 2005."
"Pathological gambling, comorbidities and treatment outcome: is the bronze standard good enough? A case study.","el-Guebaly N.","J Gambl Stud. 2005."
"Gamblers anonymous and cognitive-behavioral therapies for pathological gamblers.","Petry NM.","J Gambl Stud. 2005."
"Psychological treatment of slot-machine pathological gambling: new perspectives.","Echeburúa E, et al.","J Gambl Stud. 2005."
"Treating problem gamblers: working towards empirically supported treatment.","Ladouceur R, et al.","J Gambl Stud. 2005."
"Does sustained-release lithium reduce impulsive gambling and affective instability versus placebo in pathological gamblers with bipolar spectrum disorders?","Hollander E, et al.","Am J Psychiatry. 2005."
"Modifying youths' perception toward pathological gamblers.","Ladouceur R, et al.","Addict Behav. 2005."
"The relationship of ecological and geographic factors to gambling behavior and pathology.","Welte JW, et al.","J Gambl Stud. 2004."
"[Forms of pathological gambling: empirical research on consumers behaviour of sport betting and lottery participants].","Plöntzke B, et al.","Wien Med Wochenschr. 2004."
"[Behavioral impairments in Parkinson's disease].","Kashihara K.","Nihon Rinsho. 2004."
"Disabling repetitive behaviors in Parkinson's disease.","Kurlan R.","Mov Disord. 2004."
"Gambling participation and problems among employees at a university health center.","Petry NM, et al.","J Gambl Stud. 2004."
"Do patients with OCD and pathological gambling have similar dysfunctional cognitions?","Anholt GE, et al.","Behav Res Ther. 2004."
"Frontotemporal dementia presenting with pathological gambling.","Lo Coco D, et al.","J Neuropsychiatry Clin Neurosci. 2004."
"Scratchcard gambling among adolescent males.","Griffiths M.","J Gambl Stud. 2000."
"Gambling involvement and drug use among adolescents.","Winters KC, et al.","J Gambl Stud. 2000."
"Analysis of a casino's self-exclusion program.","Ladouceur R, et al.","J Gambl Stud. 2000."
"Perceptions of the extent of problem gambling within new casino communities.","Grant Stitt B, et al.","J Gambl Stud. 2000."
"Using the Rasch model to evaluate the South Oaks Gambling Screen for use with nonpathological gamblers.","Strong DR, et al.","Addict Behav. 2003."
"[Pathological gambling].","Takemura M.","Ryoikibetsu Shokogun Shirizu. 2003."
"The relationship of obsessive-compulsive disorder to putative spectrum disorders: results from an Indian study.","Jaisoorya TS, et al.","Compr Psychiatry. 2003."
"DSM-IV and the South Oaks Gambling Screen: diagnosing and assessing pathological gambling in Turkey.","Duvarci I, et al.","J Gambl Stud. 1997."
"Gambling urges in pathological gambling: a functional magnetic resonance imaging study.","Potenza MN, et al.","Arch Gen Psychiatry. 2003."
"Prevalence estimates of problem and pathological gambling in Hong Kong.","Wong IL, et al.","Am J Psychiatry. 2003."
"Paroxetine treatment of pathological gambling: a multi-centre randomized controlled trial.","Grant JE, et al.","Int Clin Psychopharmacol. 2003."
"How to design an effective treatment outcome study.","Najavits LM.","J Gambl Stud. 2003."
"The role of natural recovery in alcoholism and pathological gambling.","Nathan PE.","J Gambl Stud. 2003."
"Tobacco use and pathological gambling.","Grant JE, et al.","Ann Clin Psychiatry. 2005."
"Study of impulse control disorders among women presenting nicotine dependence.","Lejoyeux M, et al.","Int J Psychiatry Clin Pract. 2006."
"What do we know about relapse in pathological gambling?","Ledgerwood DM, et al.","Clin Psychol Rev. 2006."
"Altered CSF taurine function in pathological gambling.","Nordin C, et al.","J Psychiatr Res. 2006."
"[How many pathological gamblers are in the Czech Republic?].","Nespor K, et al.","Cas Lek Cesk. 2005."
"Area variations in the prevalence of substance use and gambling behaviours and problems in Quebec: a multilevel analysis.","Kairouz S, et al.","Can J Psychiatry. 2005."
"Comorbidity issues in the pharmacological treatment of Pathological Gambling: a critical review.","Dell'Osso B, et al.","Clin Pract Epidemiol Ment Health. 2005."
"Alcohol use and prior substance abuse treatment in relation to gambling problem severity and gambling treatment outcome.","Stinchfield R, et al.","J Gambl Stud. 2005."
"The association between comorbidity and outcome in pathological gambling: a prospective follow-up of recent quitters.","Hodgins DC, et al.","J Gambl Stud. 2005."
"Cue-induced brain activity in pathological gamblers.","Crockford DN, et al.","Biol Psychiatry. 2005."
"Pathological gambling and cross-addiction.","Procopio M.","Can J Psychiatry. 2005."
"[Excessive computer usage in adolescents--results of a psychometric evaluation].","Grüsser SM, et al.","Wien Klin Wochenschr. 2005."
"Genetic studies of pathological gambling: a review of methodology and analyses of data from the Vietnam Era Twin Registry.","Shah KR, et al.","J Gambl Stud. 2005."
"Types of psychotherapy for pathological gamblers.","Fong TW.","Psychiatry (Edgmont). 2005."
"Pharmacological treatments of pathological gambling.","Hollander E, et al.","J Gambl Stud. 2005."
"Advancing treatment strategies for pathological gambling.","Potenza MN.","J Gambl Stud. 2005."
"The biopsychosocial consequences of pathological gambling.","Fong TW.","Psychiatry (Edgmont). 2005."
"Sertraline treatment of pathological gambling: a pilot study.","Saiz-Ruiz J, et al.","J Clin Psychiatry. 2005."
"The ""big win"" and resistance to extinction when gambling.","Weatherly JN, et al.","J Psychol. 2004."
"[Whether pyromaniac, kleptomaniac, pathological gambler or messy--the impulse is out of control].","Hegerl U.","MMW Fortschr Med. 2004."
"[Pathological gambling in Israel as a medical and social problem].","Margolin J, et al.","Harefuah. 2004."
"[Comorbid psychiatric symptoms in pathological gamblers: anxiety, depression and substance abuse].","Dannon P, et al.","Harefuah. 2004."
"Simultaneous drinking and gambling: a risk factor for pathological gambling.","Welte JW, et al.","Subst Use Misuse. 2004."
"Sensation seeking in a French population of pathological gamblers: comparison with regular and nongamblers.","Bonnaire C, et al.","Psychol Rep. 2004."
"[Pathological gambling. An empirical study of the desire for addictive substances].","Grüsser SM, et al.","Nervenarzt. 2005."
"Using the Rasch model to develop a revised Gambling Attitudes and Beliefs Scale (GABS) for use with male college student gamblers.","Strong DR, et al.","Subst Use Misuse. 2004."
"Psychiatric comorbidity and gender differences of persons incarcerated for methamphetamine abuse in Taiwan.","Lin SK, et al.","Psychiatry Clin Neurosci. 2004."
"Retrospective review of treatment retention in pathological gambling.","Grant JE, et al.","Compr Psychiatry. 2004."
"Node-link-mapping-enhanced group treatment for pathological gambling.","Melville CL, et al.","Addict Behav. 2004."
"Treatment of pathological gambling: a critical review of the literature.","Toneatto T, et al.","Psychol Addict Behav. 2003."
"Pathological and nonpathological gamblers: a survey in gambling settings.","Oliveira MP, et al.","Subst Use Misuse. 2000."
"Pathological gambling among cocaine-dependent outpatients.","Hall GW, et al.","Am J Psychiatry. 2000."
"Prevalence estimates of pathological gambling in Switzerland.","Bondolfi G, et al.","Acta Psychiatr Scand. 2000."
"Interventions for pathological gambling.","Oakley-Browne MA, et al.","Cochrane Database Syst Rev. 2000."
"[Epidemiology and comorbidity of depressive disorders].","Wacker HR.","Ther Umsch. 2000."
"Pathological gambling and DNA polymorphic markers at MAO-A and MAO-B genes.","Ibañez A, et al.","Mol Psychiatry. 2000."
"Prevalence of problem gambling: a replication study 7 years later.","Ladouceur R, et al.","Can J Psychiatry. 1999."
"Characteristics of problem gambling in a Canadian context: a preliminary study using a DSM-IV-based questionnaire.","Beaudoin CM, et al.","Can J Psychiatry. 1999."
"Pathological Gambling: A Critical Review.","National Research Council (US) Committee on the Social and Economic Impact of Pathological Gambling.","Washington (DC): National Academies Press (US); 1999."
"Impulse-control disorders in alcoholics are related to sensation seeking and not to impulsivity.","Lejoyeux M, et al.","Psychiatry Res. 1998."
"[Heredity and role of serotonin in aggressive impulsive behavior].","Staner L, et al.","Encephale. 1998."
"Psychiatric comorbidity in pathological gambling: a critical review.","Crockford DN, et al.","Can J Psychiatry. 1998."
"Cognitive and behavioral treatment of pathological gambling: a controlled study.","Sylvain C, et al.","J Consult Clin Psychol. 1997."
"Pathological gambling in Spanish children and adolescents: an emerging problem.","Becoña E.","Psychol Rep. 1997."
"A self-psychological study of a shared gambling fantasy in Eugene O'Neill's Hughie.","Miliora MT.","J Gambl Stud. 1997."
"Psychological characteristics of volunteers in studies on gambling.","Ladouceur R, et al.","J Gambl Stud. 1997."
"Cultures in psychiatric nosology: the CCMD-2-R and international classification of mental disorders.","Lee S.","Cult Med Psychiatry. 1996."
"Pathological gambling.","Wadle C, et al.","Iowa Med. 1996."
"Pathological gambling and treatment.","Griffiths M.","Br J Clin Psychol. 1996."
"Prevalence surveys of problem and pathological gambling in Europe: The cases of Germany, Holland and Spain.","Beco Na E.","J Gambl Stud. 1996."
"Prevalence studies of problem gambling in the United States.","Volberg RA.","J Gambl Stud. 1996."
"A study of the dopamine D2 receptor gene in pathological gambling.","Comings DE, et al.","Pharmacogenetics. 1996."
"Pathological gambling and depression.","Becona E, et al.","Psychol Rep. 1996."
"Pathological gambling and criminal culpability: An analysis of forensic evaluations presented to German penal courts.","Meyer G, et al.","J Gambl Stud. 1996."
"Diagnosis, neurobiology, and treatment of pathological gambling.","DeCaria CM, et al.","J Clin Psychiatry. 1996."
"Impulse control disorders and attention deficit disorder in pathological gamblers.","Specker SM, et al.","Ann Clin Psychiatry. 1995."
"Current trends in slot machine gambling: Research and policy issues.","Fisher S, et al.","J Gambl Stud. 1995."
"[Joy riding: multiple criminal car rides in an intoxicated state in relation to dyssocial personality with addictive tendencies].","Knecht T.","Arch Kriminol. 1995."
"Monitoring adolescent gambling in Minnesota.","Winters KC, et al.","J Gambl Stud. 1995."
"The role of subjective mood states in the maintenance of fruit machine gambling behaviour.","Griffiths M.","J Gambl Stud. 1995."
"A comparison of pathological gamblers to alcoholics and cocaine misusers on impulsivity, sensation seeking, and craving.","Castellani B, et al.","Int J Addict. 1995."
"Body dysmorphic disorder, pathological gambling, and sexual compulsions.","Hollander E, et al.","J Clin Psychiatry. 1995."
"Lifetime prevalence estimates of pathological gambling in New Zealand.","Volberg RA, et al.","Int J Epidemiol. 1994."
"The development of pathological gambling in Sweden.","Bergh C, et al.","J Gambl Stud. 1994."
"Factors determining the severity of pathological gambling in males.","Carlton PL, et al.","J Gambl Stud. 1994."
"Criminal offenses in gamblers anonymous and hospital treated pathological gamblers.","Blaszczynski AP, et al.","J Gambl Stud. 1994."
"Prevalence of pathological gambling and related problems among college students in the Quebec metropolitan area.","Ladouceur R, et al.","Can J Psychiatry. 1994."
"Cognitive-behavioral treatment for adolescent pathological gamblers.","Ladouceur R, et al.","Behav Modif. 1994."
"Pathological gambling and switching addictions: Report of a case.","Blume SB.","J Gambl Stud. 1994."
"Correlates of pathological gambling propensity in prison inmates.","Templer DI, et al.","Compr Psychiatry. 1993."
"Epidemiology of pathological gambling in Edmonton.","Bland RC, et al.","Can J Psychiatry. 1993."
"Pathological gambling, eating disorders, and the psychoactive substance use disorders.","Lesieur HR, et al.","J Addict Dis. 1993."
"Measuring pathological gambling in children: The case of fruit machines in the U.K.","Fisher S.","J Gambl Stud. 1992."
"The pathological gambler as criminal offender. Comments on evaluation and treatment.","Rosenthal RJ, et al.","Psychiatr Clin North Am. 1992."
"[Pathological gambling].","Krag NJ.","Ugeskr Laeger. 1992."
"Perceptions by treatment staff of critical tasks in the treatment of the compulsive gambler.","Cummings TN, et al.","J Gambl Stud. 1992."
"Therapy with male pathological gamblers: Between self help group and group therapy-Report of a developmental process.","Haustein J, et al.","J Gambl Stud. 1992."
"The treatment model of the guidance center for gamblers and their relatives in Vienna/Austria.","Horodecki I.","J Gambl Stud. 1992."
"Delinquency among pathological gamblers: A causal approach.","Meyer G, et al.","J Gambl Stud. 1992."
"Suicidal behavior among members of Gamblers Anonymous.","Frank ML, et al.","J Gambl Stud. 1991."
"Comparison of imaginal desensitisation with other behavioural treatments of pathological gambling. A two- to nine-year follow-up.","McConaghy N, et al.","Br J Psychiatry. 1991."
"[Nosological classifications of obsessive-compulsive disorder].","Hantouche E, et al.","Ann Med Psychol (Paris). 1991."
"Gambling and pathological gambling among university students.","Lesieur HR, et al.","Addict Behav. 1991."
"Casino-related deaths in Atlantic City, New Jersey 1982-1986.","Jason DR, et al.","Am J Forensic Med Pathol. 1990."
"Gamblers' self-perceptions of the determinants of impaired control.","Corless T, et al.","Br J Addict. 1989."
"CSF GABA and neuropeptides in pathological gamblers and normal controls.","Roy A, et al.","Psychiatry Res. 1989."
"Extraversion in pathological gamblers. Correlates with indexes of noradrenergic function.","Roy A, et al.","Arch Gen Psychiatry. 1989."
"Personality factors and pathological gambling.","Roy A, et al.","Acta Psychiatr Scand. 1989."
"CSF studies on alcoholism and related behaviours.","Roy A, et al.","Prog Neuropsychopharmacol Biol Psychiatry. 1989."
"Pathological gambling among youthful multiple substance abusers in a therapeutic community.","Lesieur HR, et al.","Br J Addict. 1988."
"Treatment of pathological gamblers: an experimental study.","Bujold A, et al.","J Behav Ther Exp Psychiatry. 1994."
"Social, psychological and physical consequences of pathological gambling in Sweden.","Bergh C, et al.","J Gambl Stud. 1994."
"Epidemiology of gambling and depression in an adult sample.","Thorson JA, et al.","Psychol Rep. 1994."
"Treatment of pathological gambling with carbamazepine.","Haller R, et al.","Pharmacopsychiatry. 1994."
"The importance of coping skill enhancement in the treatment of the pathological gambler.","McCormick RA.","J Gambl Stud. 1994."
"Practical issues and the assessment of pathological gamblers in a private practice setting.","Maurer CD.","J Gambl Stud. 1994."
"Pathological gambling: Clinical issues, Part I.","Rugle LJ, et al.","J Gambl Stud. 1994."
"The prevalence and demographics of pathological gamblers: implications for public health.","Volberg RA.","Am J Public Health. 1994."
"Compulsive gambling. When the stakes are too high.","Burke EC.","Minn Med. 1993."
"[Excessive gambling in prisoners. A statistical study of 72 criminals of various crime categories].","Knecht T.","Arch Kriminol. 1993."
"The Shatin community mental health survey in Hong Kong. II. Major findings.","Chen CN, et al.","Arch Gen Psychiatry. 1993."
